,State,City,Location,Address,Instructions,Accepting,Open packages?
948,MN,minneapolis,Oak Grove Care Center,"1822 Park Ave # 1
Minneapolis, MN 55404",,"N95s, Surgical masks, Gowns, eye guards",Unsure
949,MN,minneapolis,St Anthony Health Center,"3700 Foss Rd
St Anthony, MN 55421",Leave at front desk,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
950,MN,nowthen,St Cloud hospital Centra Care ,"20400 Potassium St NW
Nowthen, MN 55303",20400 potassium st nw,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Yes
951,MN,oakdale,St. Croix Hospice,"7755 3rd St N #200
Oakdale, MN 55128",Come in and ring the bell.  ,"N95s, Surgical masks, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
952,MN,plymouth,"Childrens Hospital, Minneapolis","17752 58th Circle North
Plymouth, MN 55446",,"N95s, Face shields, Safety goggles, Gloves, Gowns, Disinfecting wipes",Yes
953,MN,princeton,M Health Fairview Northland Hospital main entrance:,"911 Northland Dr
Princeton, MN 55371","Monday-Friday, 7 a.m.-3 p.m.
All items should be placed in a box labeled “Donation” and put in your trunk or non-passenger storage area of your vehicle.
Drive up to any of the three delivery sites. Remain in your vehicle. A staff member will come to you to retrieve the box.
The staff member will ask you for the following information:

https://umn.qualtrics.com/jfe/form/SV_9XifmHCuCykmOyh","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",?
954,MN,rochester,Mayo Clinic,"2210 Baihly Vista Ln SW
Rochester, MN 55902",Residential. Please leave at mailbox or front door.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Disinfecting wipes",Prefer a box of masks; no open box if possible. 
955,MN,saint paul,MHealth Faiirview,"1700 University Ave W
St Paul, MN 55104","7 a.m.-5 p.m. All items should be placed in a box labeled “Donation” and put in your trunk or non-passenger storage area of your vehicle.
Drive up to any of the three delivery sites. Remain in your vehicle. A staff member will come to you to retrieve the box.
The staff member will ask you for the following information:

https://umn.qualtrics.com/jfe/form/SV_9XifmHCuCykmOyh


Large donations: 30 pounds or more, 
Items should be dropped off at either of the two loading docks (located off Pierce Street)
Press the buzzer by the door and security will let you in.
Place the items on the racks labeled “Donation” located on the loading dock.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",?
956,MN,st louis park,Methodist Hospital,"6500 Excelsior Blvd
St Louis Park, MN 55426",Mail or drop off,"N95s, PAPR",Unsure
957,MN,st. louis park,Methodist Hospital,"3601 Park Center Blvd #901
Minneapolis, MN 55416",Please call 612-810-3541,"N95s, Safety goggles, Gloves, Gowns",No
958,MN,st. louis park,Methodist Hospital,"3251 Louisiana Ave S APT 122
St Louis Park, MN 55426",St. Louis Park,"N95s, Face shields, Safety goggles, Hand sanitizer",No
959,MN,st. louis park,Pediatric Services ,"4700 Park Glen Rd
St Louis Park, MN 55416",Curbside drop off or mail is acceptable ATTN Dr. Kathryn Harrington,"N95s, We need SIZE SMALL N95s",Yes
960,MN,st. louis park,Sholom Home Health Care,"3610 Phillips Pkwy
Minneapolis, MN 55426","Call 612-508-7970-before arriving, we can pickup curbside","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
961,MN,st. louis park,Sholom Home West,"3620 Phillips Pkwy
Minneapolis, MN 55426",Front desk/reception,"N95s, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
962,MN,st. paul,Lyngblomsten Care Center,"1415 Almond Ave W
St Paul, MN 55108","Drop off your PPE donation in the bin just inside our main entry at 1415 Almond Avenue in St. Paul.  Once you drop off your donation, please exit our facility immediately.  Please enclose your donation in a sealed plastic bag.","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Disinfecting wipes, Thermometers",no open boxes of gloves
963,MN,st. paul,"Sholom Home East, Shirley Chapman","740 Kay Ave
St Paul, MN 55102","Drop off at front desk/guest service, or mail ATTN: Karissa Pope, DON","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
964,MN,victoria,Bethesda Lutheran Communities,"1600 Arboretum Blvd
Victoria, MN 55386",1600 Arboretum Blvd.,"N95s, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes
965,MN,white bear lake,White Bear Lake Endodontics,"4801 Highway 61 N, Suite 200
White Bear Lake, MN 55110",Attn: Dr. Olga Ivett Castro,"N95s, Face shields, Gowns, Hand sanitizer, Thermometers",No
966,MN,windom,Windom Family Medical Center,"2170 Hospital Dr
Windom, MN 56101",Curbside,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
967,MN,wyoming,M Health Fairview Lakes Hospital main entrance,"5200 Fairview Blvd
Wyoming, MN 55092","Monday-Friday, 7 a.m.-3 p.m. 
All items should be placed in a box labeled “Donation” and put in your trunk or non-passenger storage area of your vehicle.
Drive up to any of the three delivery sites. Remain in your vehicle. A staff member will come to you to retrieve the box.
The staff member will ask you for the following information:

https://umn.qualtrics.com/jfe/form/SV_9XifmHCuCykmOyh","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",?
968,MO,cameron,Cameron Regional Medical Center,"1600 E Evergreen St
Cameron, MO 64429","Can mail to my attention, Tami Easton @ 1600 East Evergreen  Cameron, MO 64429 or drop off at the Emergency Room entrance.  ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
969,MO,cape girardeau,Saint Francis Health Care system,"211 St Francis Dr
Cape Girardeau, MO 63703",Entrance 1,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
970,MO,chesterfield,St. Luke's Hospital,"232 S Woods Mill Rd
Chesterfield, MO 63017",Curbside,"Surgical masks, hand sanitizer",Yes
971,MO,creve coeur,Mercy-GoHealth Urgent Care,"11445 Olive Blvd
Creve Coeur, MO 63141",Drop off or pick up locally,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Unsure
972,MO,harrisonville,Cass Regional Medical Center,"2800 E. Rock Haven Road
Harrisonville, MO 64701",Dock in back of hospital by large Air Gas Tank.  Ring bell,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Preferred sealed for safety purposes
973,MO,houston,TCMH Medical Complex,"1337 S Sam Houston Blvd
Houston, MO 65483","1337 S. Sam Houston Blvd, Houston, MO, 65483 ATTN: Hope Best","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
974,MO,jefferson city,Jefferson City Medical Group,"1241 W Stadium Blvd
Jefferson City, MO 65109",Curbside drop off or mail,"N95s, Surgical masks, Hand sanitizer, Thermometers",Yes
975,MO,joplin,D'Amour Family Medicine,"1801 W. 32nd Street
Building B, Suite 102
Joplin, MO 64804",,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes",Yes
976,MO,kansas city,Healing House,"4505 St John Ave
Kansas City, MO 64123",Bring to front desk,"N95s, Surgical masks, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
977,MO,kansas city,Kansas City Fire Department,"635 Woodland Ave
Kansas City, MO 64106","Can pick up from anywhere within an hour's drive, or delivery is an option to our facility. ","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",unsure
978,MO,kansas city,Saint Luke’s Hospital of Kansas City,"4401 Wornall Road
Kansas City, MO 64111",Go through Emergency Dept (ask for security),"N95s, Surgical masks, Face shields, Safety goggles",Yes
979,MO,lee’s summit,Lee’s Summit Medical Center,"2100 SE Blue Pkwy
Lee's Summit, MO 64063",ATTN: Trevor Adkins,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
980,MO,marshall,Fitzgibbon Hospital,"2305 US-65
Marshall, MO 65340","Call (660)831-3261 to arrange a time for pickup.
(You will be met in a facility parking lot at a pre-arranged time.)",home-made masks,
981,MO,north kansas city,North Kansas City Hospital,"2800 Clay Edwards Dr
North Kansas City, MO 64116","Contact 
robert.schlicht@nkch.org","N95s, Surgical masks, Face shields",Unknown
982,MO,raymore,Raymore Urgent Care,"242 Broadmoor Dr
Raymore, MO 64083",Shipping or delivery or pick-up,"N95s, Face shields, Gloves, Gowns, isolation gowns/hoods",Unsure
983,MO,raymore,Raymore Urgent Care,"242 Broadmoor Dr
Raymore, MO, 64083",Shipping or delivery or pick up within reasonable distance (more details needed),"N95s, Face shields, Gloves, Gowns, isolation gowns/hoods",Unsure
984,MO,rolla,Phelps Health ,"1000 W 10th St
Rolla, MO 65401",Call (573)458-8899,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Unused only
985,MO,st. louis,Barnes Jewish Hospital,"1 Barnes Jewish Hospital Plaza
St. Louis, MO 63110",Unsure,N95s,unsure
986,MO,st. louis,Total Access Urgent Care,"2060 Hampton Ave
St. Loui, MO 63139",,N95s,Unsure
987,MO,warrensburg,Western Missouri Medical Center,"403 Burkarth Rd
Warrensburg, MO 64093","M-F Outpatient Entrance, weekends Emergency Department","N95s, Surgical masks, Face shields, Gloves, Gowns, biohazard bags and home-made Deaconess masks",No
988,MS,bay st louis,Ochsner Medical Center - Hancock,"429 Drinkwater Blvd 
Bay St Louis, MS 39520",TBD,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",No
989,MS,flowood,Merit Health River Oaks,"1030 River Oaks Dr
Flowood, MS 39232",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes
990,MS,flowood,Merit River Oaks Hospital Emergency Dept,"1030 River Oaks Dr
Flowood, MS 39232",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes
991,MS,gulfport,Memorial Hospital at Gulfport ,"1340 Broad Ave
Gulfport, MS 39501",Main entrance for delivery to 7th floor MedSurge Telemetry in a sealed box written in marker for MEDSURGE TELEMETRY 7TH FLOOR,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
992,MS,jackson,G.V. Sonny Montgomery VA Medical Center,"1500 E Woodrow Wilson Ave
Jackson, MS 39216",ATTN: ENT CLINIC,"N95s, Surgical masks",Yes
993,MS,macon,Noxubee General Hospital,"78 Hospital Dr
Macon, MS 39341",,"Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
994,MS,mantachie,Mantachie Rural Health Center,"5681 Hwy 363
Mantachie, MS 38855",Amy Floyd,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
995,MT,billings,Westpark Village,"2351 Solomon Ave
Billings, MT 59102",leave at front door,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
996,MT,hamilton,Marcus Daly Memorial Hospital,"1224 W Main St
Hamilton, MT 59840",Call 406-375-4650 between 8 -5 pm so someone can meet you outside to collect. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes",No
997,MT,hamilton,Valley View Estates Health & Rehab,"225 N 8th St
Hamilton, MT 59840",lease at front door,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
998,MT,missoula,Hillside Health & Rehab,"4720 23rd Ave
Missoula, MT 59803",leave at front desk,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
999,MT,missoula,Hospice of Missoula,"1900 S Reserve St
Missoula, MT 59801",Contact hospice staff or leave at front door,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1000,MT,missoula,Providence Montana,"500 W. Broadway
Missoula, MT 59802","Contact Anita at 
anita.nash@providence.org
 or 406-329-4147","N95s, Surgical masks, Face shields",No
1001,MT,missoula,Riverside Health & Rehab,"1301 E Broadway St
Missoula, MT 59802",lease at front door,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1002,MT,missoula,The Village Health & Rehab,"2651 South Ave W
Missoula, MT 59804",leave at front desk,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1003,MT,wise river,Wise River MT Volunteer Ambulance Service,"64795 MT-43
Wise River, MT 59762",Leave supplies ,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
1004,NC,asheville,Buncombe County Rescue Squad,"116 Hansel Ave
Asheville, NC 28806",Drop off or mail,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1005,NC,asheville,The Family Health Centers PA,"206 Asheland Ave
Asheville, NC 28801",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1006,NC,asheville,WNC Baptist Retirement Home: Rickman Nursing Care Center,"213 Richmond Hill Dr
Asheville, NC 28806","Mail or drop off: 828-254-9675: call ahead and drop off at back of facility, by loading dock","N95s, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",Yes
1007,NC,chapel hill,Charles House Association,"7511 Sunrise Rd
Chapel Hill, NC 27514",In front of door near benches under the awning is fine.,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Ear Thermometer covers",Yes
1008,NC,charlotte,Atrium Health Carolinas Medical Center,"2828 N Poplar St
Charlotte, NC 28206",ATTN: PPE Donations,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Unsure
1009,NC,durham,Durham Fire Department,"2008 E Club Blvd
Durham, NC 27704",Attn: Chief Tina Hamlin,"N95s, Surgical masks, Gloves, Gowns, Hand sanitizer",Yes
1010,NC,hendersonville,AdventHealth Hendersonville,"100 Hospital Dr
Hendersonville, NC 28792",delivery or pick up,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, PAPR masks",unsure
1011,NC,hendersonville,Laurels of Hendersonville,"290 Clear Creek Rd
Hendersonville, NC 28792",Mail or come by front door and ring bell.  Open 24/7,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1012,NC,hendersonville,Pardee Hospital,"800 N Justice St
Hendersonville, NC 28791",,"N95s, Gowns",Unsure
1013,NC,hickory,Affinity Living Group (senior housing),"400 2nd Ave NW
Hickory, NC 28601",Attention: Stephanie Presley (PPE supplies),"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1014,NC,hickory,Frye Regional Medical Center,"420 N Center St
HIckory, NC 28601","Mail typically, but willing to consider other options depending on distance",Hand sanitizer,Unsure
1015,NC,jefferson,Ashe Memorial Hospital,"200 Hospital Ave
Jefferson, NC 28640",ATTN: Dr. Brian Sachs,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1016,NC,laurinburg,Scotland Memorial Hospital,"500 Lauchwood Dr
Laurinburg, NC 28352",Attn:  Bridgette Bowen,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1017,NC,laurinburg,Scotland Memorial Hospital,"500 Lauchwood Dr
Laurinburg, NC 28352",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
1018,NC,morehead city,At Home Therapy of Crystal Coast,"4915 Arendell St. Ste. J162
Morehead City, NC 28557",ATTN: Joshua Stoufflet,"N95s, Disposable booties, Gloves, Hand sanitizer",No
1019,NC,raleigh,North Hill Internal and Integrative Medicine,"1631 Midtown Place, Unit 101
Raleigh, NC 27609",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Yes
